MAIN_ID RA DEC TYPED_ID Diameter_diameter Diameter_Q Diameter_unit Diameter_error Diameter_filter Diameter_method Diameter_bibcode FLUX_V PLX_VALUE SCRIPT_NUMBER_ID
"*  50 Aqr" "22 24 27.0601" "-13 31 45.728" "" "" "" "" "" "" "" "" 5.751999855041504 7.120 0
"HD  68601" "08 11 25.8917" "-42 59 14.198" "" "" "" "" "" "" "" "" 4.75 0.780 0
"*  86 UMa" "13 53 51.0140" "+53 43 43.235" "" "" "" "" "" "" "" "" 5.695000171661377 6.866 0
"* omi Dra" "18 51 12.0943" "+59 23 18.060" "" "" "" "" "" "" "" "" 4.636000156402588 9.571 0
"HD   9525" "01 32 56.0444" "-36 51 54.845" "" "" "" "" "" "" "" "" 5.493000030517578 12.181 0
"HD  58343" "07 24 40.1873" "-16 12 05.302" "" "" "" "" "" "" "" "" 5.190000057220459 3.278 0
"V* QS Pup" "07 49 12.8625" "-46 51 27.787" "" "" "" "" "" "" "" "" 5.804999828338623 2.584 0
"* kap Crt" "11 27 09.5156" "-12 21 24.296" "" "" "" "" "" "" "" "" 5.922999858856201 14.250 0
"HD  37811" "05 39 49.8397" "-32 37 45.177" "" 16600000.00 "" km "" "" "" 2011A&A...536A..71J 5.436999797821045 8.537 0
"* s Vel B" "10 31 56.6409" "-45 04 10.754" "" "" "" "" "" "" "" "" 5.989999771118164 3.913 0
"* del Mic" "21 06 01.1380" "-30 07 30.523" "" 15100000.00 "" km "" "" "" 2011A&A...536A..71J 5.686999797821045 11.184 0
"V* V542 Lyr" "18 58 01.8981" "+38 15 58.279" "" "" "" "" "" "" "" "" 5.882999897003174 4.702 0
"*  58 Leo" "11 00 33.6471" "+03 37 02.992" "" "" "" "" "" "" "" "" 4.8379998207092285 9.635 0
"HD  84816" "09 46 30.3704" "-44 45 18.215" "" "" "" "" "" "" "" "" 5.550000190734863 3.003 0
"*  83 Aqr" "23 05 09.7868" "-07 41 37.685" "" "" "" "" "" "" "" "" 5.46999979019165 15.570 0
"* del01 Gru" "22 29 16.1748" "-43 29 44.024" "" "" "" "" "" "" "" "" 3.9700000286102295 10.540 0
"* a Lup" "14 37 20.1567" "-46 08 00.381" "" "" "" "" "" "" "" "" 5.431000232696533 2.390 0
"*  40 LMi" "10 43 01.8824" "+26 19 32.028" "" "" "" "" "" "" "" "" 5.50600004196167 21.221 0
"* 100 Her A" "18 07 49.5667" "+26 06 04.541" "" "" "" "" "" "" "" "" 5.818999767303467 15.653 0
"* phi Boo" "15 37 49.5980" "+40 21 12.364" "" "" "" "" "" "" "" "" 5.254000186920166 18.575 0
"HD 148688" "16 31 41.7687" "-41 49 01.732" "" "" "" "" "" "" "" "" 5.389999866485596 0.773 0
"HD 216756" "22 55 02.6473" "+37 04 36.582" "" "" "" "" "" "" "" "" 5.901000022888184 23.431 0
"* f Vel" "08 50 33.4606" "-46 31 45.075" "" "" "" "" "" "" "" "" 5.110000133514404 1.417 0
"* psi Hya" "13 09 03.2659" "-23 07 04.957" "" "" "" "" "" "" "" "" 4.934000015258789 14.030 0
"* gam01 Ari" "01 53 31.8192" "+19 17 45.430" "" "" "" "" "" "" "" "" 4.589000225067139 18.881 0
"HD 127486" "14 33 32.3675" "-54 59 55.039" "" "" "" "" "" "" "" "" 5.869999885559082 13.079 0
"*  69 Cet" "02 21 56.6276" "+00 23 44.420" "" "" "" "" "" "" "" "" 5.2870001792907715 3.844 0
"* tet Oph" "17 22 00.5793" "-24 59 58.366" "" "" "" "" "" "" "" "" 3.259999990463257 7.480 0
"HD  57146" "07 18 51.2737" "-26 35 09.081" "" "" "" "" "" "" "" "" 5.288000106811523 1.881 0
"* nu.01 CMa" "06 36 22.8522" "-18 39 35.654" "" "" "" "" "" "" "" "" 5.695000171661377 11.586 0
"* nu. Gem" "06 28 57.7861" "+20 12 43.685" "" "" "" "" "" "" "" "" 4.139999866485596 5.990 0
"* iot UMa A" "08 59 12.4531" "+48 02 30.562" "" "" "" "" "" "" "" "" 3.130000114440918 68.001 0
"HD 182477" "19 25 21.5949" "-13 53 49.623" "" "" "" "" "" "" "" "" 5.710000038146973 5.744 0
"*  34 Cet" "01 11 43.5081" "-02 15 03.880" "" "" "" "" "" "" "" "" 5.918000221252441 5.621 0
"HD 117187" "13 26 08.0656" "+72 23 29.306" "" "" "" "" "" "" "" "" 5.789999961853027 3.381 0
"* eps Oph" "16 18 19.2897" "-04 41 33.034" "" "" "" "" "" "" "" "" 3.2300000190734863 30.640 0
"* l Car" "09 45 14.8117" "-62 30 28.450" "" "" "" "" "" "" "" "" 3.75 1.984 0
"* psi02 Psc" "01 07 57.1639" "+20 44 20.650" "" "" "" "" "" "" "" "" 5.563000202178955 17.958 0
"* tau Peg" "23 20 38.2462" "+23 44 25.278" "" "" "" "" "" "" "" "" 4.579999923706055 20.715 0
"* tau07 Ser" "15 41 54.7165" "+18 27 50.531" "" "" "" "" "" "" "" "" 5.791999816894531 18.718 0
"* iot Lyr" "19 07 18.1323" "+36 06 00.572" "" "" "" "" "" "" "" "" 5.252999782562256 3.393 0
"HD 171391" "18 35 02.3926" "-10 58 37.942" "" "" "" "" "" "" "" "" 5.11899995803833 12.437 0
"V* HY Vel" "08 42 25.3862" "-53 06 50.343" "" "" "" "" "" "" "" "" 4.815000057220459 6.730 0
"HD 212988" "22 27 46.2548" "+31 50 24.166" "" "" "" "" "" "" "" "" 5.986000061035156 4.042 0
"* g Car" "09 16 12.0728" "-57 32 29.300" "" "" "" "" "" "" "" "" 4.317999839782715 6.680 0
"* eps Del" "20 33 12.7719" "+11 18 11.741" "" "" "" "" "" "" "" "" 4.03000020980835 9.870 0
"HD  85709" "09 53 42.9242" "+05 57 30.874" "" "" "" "" "" "" "" "" 5.949999809265137 2.947 0
"HD 122365" "14 01 20.4264" "+08 53 41.617" "" "" "" "" "" "" "" "" 5.9730000495910645 12.176 0
"ASAS J091626-6728.7" "09 16 25.6654" "-67 28 35.635" "" "" "" "" "" "" "" "" 3.2699999809265137 0.137 0
"* gam PsA" "22 52 31.5301" "-32 52 31.657" "" "" "" "" "" "" "" "" 4.510000228881836 14.634 0
"* h Her" "16 32 36.2919" "+11 29 16.947" "" "" "" "" "" "" "" "" 4.849999904632568 9.290 0
"HD  99574" "11 26 47.2654" "-53 09 35.698" "" "" "" "" "" "" "" "" 5.806000232696533 5.330 0
"HD 133392" "15 03 06.0545" "+35 12 20.859" "" "" "" "" "" "" "" "" 5.513000011444092 10.790 0
"* alf UMa A" "11 03 43.6686" "+61 45 03.720" "" "" "" "" "" "" "" "" 1.8700000047683716 "" 0
"* gam Cap" "21 40 05.4564" "-16 39 44.307" "" "" "" "" "" "" "" "" 3.6700000762939453 20.770 0
"HD  62781" "07 44 09.6862" "-36 03 45.019" "" "" "" "" "" "" "" "" 5.783999919891357 22.734 0
"* nu. Ind" "22 24 36.8853" "-72 15 19.488" "" "" "" "" "" "" "" "" 5.289999961853027 35.128 0
"HD  77601" "09 05 24.0948" "+48 31 49.136" "" "" "" "" "" "" "" "" 5.949999809265137 10.024 0
"* ups Her" "16 02 47.8978" "+46 02 12.133" "" "" "" "" "" "" "" "" 4.709000110626221 8.719 0
"*   4 Cap" "20 18 01.3969" "-21 48 35.850" "" 14500000.00 "" km "" "" "" 2011A&A...536A..71J 5.85099983215332 9.185 0
"HD  20313" "03 07 32.1623" "-78 59 21.237" "" "" "" "" "" "" "" "" 5.666999816894531 12.458 0
"*  20 CVn" "13 17 32.5409" "+40 34 21.387" "" "" "" "" "" "" "" "" 4.697999954223633 12.340 0
"HD 218434" "23 08 21.0587" "-28 49 25.323" "" "" "" "" "" "" "" "" 5.599999904632568 11.896 0
"*  81 Leo" "11 25 36.3727" "+16 27 23.532" "" "" "" "" "" "" "" "" 5.572000026702881 21.363 0
"*  23 Oph" "16 54 35.6940" "-06 09 14.331" "" "" "" "" "" "" "" "" 5.230000019073486 12.843 0
"* ups Lup" "15 24 45.0085" "-39 42 36.952" "" "" "" "" "" "" "" "" 5.369999885559082 8.020 0
"HD 129858" "14 46 28.9930" "-47 26 28.023" "" "" "" "" "" "" "" "" 5.739999771118164 10.763 0
"*  41 Tau" "04 06 36.4125" "+27 35 59.640" "" 4930000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.171999931335449 8.067 0
"HD 216595" "22 53 03.7845" "+60 06 03.711" "" "" "" "" "" "" "" "" 5.984000205993652 1.982 0
"HD 137443" "15 22 38.4084" "+63 20 29.274" "" "" "" "" "" "" "" "" 5.711999893188477 8.315 0
"HD  70514" "08 18 18.8068" "-65 36 47.491" "" "" "" "" "" "" "" "" 5.056000232696533 10.932 0
"* f Eri" "03 48 35.8772" "-37 37 12.541" "" "" "" "" "" "" "" "" 4.269999980926514 19.710 0
"V* NZ Gem" "07 42 03.2180" "+14 12 30.622" "" "" "" "" "" "" "" "" 5.559999942779541 2.726 0
"* tet Del" "20 38 43.9865" "+13 18 54.455" "" "" "" "" "" "" "" "" 5.710000038146973 1.687 0
"* eta Leo" "10 07 19.9518" "+16 45 45.580" "" "" "" "" "" "" "" "" 3.4100000858306885 2.570 0
"HD 166640" "18 09 59.0018" "+36 27 58.543" "" "" "" "" "" "" "" "" 5.567999839782715 8.475 0
"* eta02 For" "02 50 14.7836" "-35 50 37.023" "" "" "" "" "" "" "" "" 5.920000076293945 7.675 0
"*  16 Tau" "03 44 48.2149" "+24 17 22.083" "" "" "" "" "" "" "" "" 5.460000038146973 7.385 0
"HD  75605" "08 49 51.4935" "-32 46 49.933" "" "" "" "" "" "" "" "" 5.193999767303467 12.111 0
"*  30 Psc" "00 01 57.6194" "-06 00 50.654" "" "" "" "" "" "" "" "" 4.409999847412109 7.876 0
"*  66 Psc" "00 54 35.2225" "+19 11 18.319" "" 1860000.00 "" km "" "" "" 2007ApJ...660.1556R 5.789999961853027 13.024 0
"HD  18700" "03 00 44.1410" "+10 52 13.410" "" "" "" "" "" "" "" "" 5.931000232696533 6.230 0
"HD 120213" "13 55 38.8756" "-82 39 58.287" "" "" "" "" "" "" "" "" 5.940000057220459 3.585 0
"* zet Pup" "08 03 35.0475" "-40 00 11.332" "" "" "" "" "" "" "" "" 2.25 3.010 0
"* alf Her B" "17 14 39.1724" "+14 23 24.008" "" "" "" "" "" "" "" "" 5.322000026702881 9.911 0
"HD 151967" "16 54 00.3605" "-57 54 34.241" "" "" "" "" "" "" "" "" 5.90500020980835 5.157 0
"HD 128207" "14 36 44.1322" "-40 12 41.696" "" "" "" "" "" "" "" "" 5.736000061035156 7.332 0
"HD  57478" "07 20 58.2849" "-14 21 37.764" "" "" "" "" "" "" "" "" 5.584000110626221 5.363 0
"HD 161833" "17 47 08.0461" "+17 41 49.283" "" "" "" "" "" "" "" "" 5.610000133514404 7.636 0
"* ups Oph" "16 27 48.1871" "-08 22 18.224" "" "" "" "" "" "" "" "" 4.630000114440918 24.420 0
"*   2 Aur" "04 52 37.9803" "+36 42 11.477" "" "" "" "" "" "" "" "" 4.7789998054504395 5.298 0
"* iot Gru" "23 10 21.5375" "-45 14 48.164" "" "" "" "" "" "" "" "" 3.877000093460083 17.800 0
"HD  85206" "09 49 28.0836" "-37 11 12.351" "" "" "" "" "" "" "" "" 5.946000099182129 6.924 0
"* bet Mon C" "06 28 49.6129" "-07 02 04.752" "" "" "" "" "" "" "" "" 5.320000171661377 4.750 0
"* alf Aps" "14 47 51.7120" "-79 02 41.103" "" "" "" "" "" "" "" "" 3.7980000972747803 7.300 0
"* h Aql" "19 04 57.6725" "-04 01 53.121" "" "" "" "" "" "" "" "" 5.394000053405762 10.372 0
"HD   9640" "01 34 49.0652" "+18 27 37.841" "" "" "" "" "" "" "" "" 5.9029998779296875 5.972 0
"* iot Eri" "02 40 40.0350" "-39 51 19.354" "" "" "" "" "" "" "" "" 4.116000175476074 21.650 0
"*  40 Aur" "06 06 35.0975" "+38 28 57.528" "" "" "" "" "" "" "" "" 5.34499979019165 9.108 0
"HD 126983" "14 30 20.9429" "-49 31 08.533" "" "" "" "" "" "" "" "" 5.375999927520752 16.456 0
"HD 111270" "12 47 18.9504" "+62 46 52.151" "" "" "" "" "" "" "" "" 5.889999866485596 15.454 0
"*   9 Her" "16 13 15.4290" "+05 01 15.928" "" "" "" "" "" "" "" "" 5.453000068664551 7.009 0
"* kap Lib" "15 41 56.7924" "-19 40 43.654" "" "" "" "" "" "" "" "" 4.71999979019165 10.773 0
"*  15 Sgr" "18 15 12.9063" "-20 43 41.767" "" "" "" "" "" "" "" "" 5.369999885559082 0.877 0
"HD  74371" "08 41 56.9097" "-45 24 38.562" "" "" "" "" "" "" "" "" 5.2270002365112305 0.599 0
"* ups02 Eri" "04 35 33.0383" "-30 33 44.429" "" "" "" "" "" "" "" "" 3.819999933242798 15.250 0
"* tau Lib" "15 38 39.3694" "-29 46 39.895" "" "" "" "" "" "" "" "" 3.6419999599456787 8.890 0
"* kap Gem" "07 44 26.8535" "+24 23 52.787" "" "" "" "" "" "" "" "" 3.569999933242798 23.070 0
"* zet CMa" "06 20 18.7920" "-30 03 48.120" "" "" "" "" "" "" "" "" 2.990000009536743 9.000 0
"* ups Tau" "04 26 18.4636" "+22 48 48.888" "" "" "" "" "" "" "" "" 4.2820000648498535 21.210 0
"HD  39937" "05 52 20.2014" "-57 09 22.281" "" "" "" "" "" "" "" "" 5.947999954223633 8.605 0
"HD 146836" "16 19 32.7382" "-30 54 24.160" "" "" "" "" "" "" "" "" 5.501999855041504 22.709 0
"HD  56031" "07 15 39.4294" "+07 58 39.877" "" "" "" "" "" "" "" "" 5.820000171661377 5.790 0
"HD 161840" "17 49 10.4771" "-31 42 11.543" "" "" "" "" "" "" "" "" 4.796999931335449 5.860 0
"*  78 Her" "17 31 49.5792" "+28 24 27.001" "" "" "" "" "" "" "" "" 5.650000095367432 11.993 0
"* gam Hyi" "03 47 14.3406" "-74 14 20.268" "" "" "" "" "" "" "" "" 3.259999990463257 15.240 0
"*  18 Vul" "20 10 33.5371" "+26 54 15.004" "" "" "" "" "" "" "" "" 5.506999969482422 6.989 0
"*  28 And" "00 30 07.3651" "+29 45 05.608" "" "" "" "" "" "" "" "" 5.214000225067139 16.096 0
"V* S CrB" "15 21 23.9553" "+31 22 02.584" "" "" "" "" "" "" "" "" 5.800000190734863 2.595 0
"HD   9228" "01 30 22.9049" "-26 12 28.265" "" "" "" "" "" "" "" "" 5.926000118255615 5.999 0
"* pi. Cas" "00 43 28.0696" "+47 01 28.364" "" "" "" "" "" "" "" "" 4.948999881744385 18.629 0
"* N Car" "06 34 58.5799" "-52 58 32.191" "" "" "" "" "" "" "" "" 4.400000095367432 2.390 0
"HD  55730" "07 14 32.6208" "+12 06 56.966" "" "" "" "" "" "" "" "" 5.702000141143799 9.892 0
"*   3 Gem" "06 09 43.9852" "+23 06 48.472" "" "" "" "" "" "" "" "" 5.75 0.388 0
"HD  32356" "05 06 29.7099" "+61 10 11.099" "" "" "" "" "" "" "" "" 5.99399995803833 5.851 0
"HD 188252" "19 52 07.1662" "+47 55 54.461" "" "" "" "" "" "" "" "" 5.896999835968018 1.116 0
"*  28 Aqr" "22 01 05.0152" "+00 36 16.984" "" "" "" "" "" "" "" "" 5.5970001220703125 5.383 0
"* bet Mon B" "06 28 49.4226" "-07 02 03.840" "" "" "" "" "" "" "" "" 5.0 4.894 0
"HD  68077" "08 13 50.1852" "+56 27 08.104" "" "" "" "" "" "" "" "" 5.849999904632568 6.090 0
"* sig Cap" "20 19 23.6042" "-19 07 06.691" "" "" "" "" "" "" "" "" 5.264999866485596 3.445 0
"HD  36040" "05 30 48.6511" "+41 27 43.171" "" "" "" "" "" "" "" "" 5.991000175476074 8.407 0
"HD 178175" "19 08 16.7018" "-19 17 25.037" "" "" "" "" "" "" "" "" 5.489999771118164 2.373 0
"* tet TrA" "16 35 44.8210" "-65 29 43.438" "" "" "" "" "" "" "" "" 5.5 9.451 0
"* bet Ser" "15 46 11.2543" "+15 25 18.595" "" "" "" "" "" "" "" "" 3.6700000762939453 21.030 0
"HD    942" "00 13 42.2441" "-26 01 20.464" "" "" "" "" "" "" "" "" 5.936999797821045 3.541 0
"HD  46547" "06 32 38.9776" "-32 01 49.593" "" "" "" "" "" "" "" "" 5.705999851226807 1.366 0
"* gam Lup" "15 35 08.4483" "-41 10 00.324" "" "" "" "" "" "" "" "" 2.765000104904175 7.750 0
"HD 138265" "15 27 51.4237" "+60 40 12.796" "" "" "" "" "" "" "" "" 5.900000095367432 5.248 0
"* chi Oct" "18 54 47.1406" "-87 36 21.035" "" "" "" "" "" "" "" "" 5.2779998779296875 12.511 0
"HD  82514" "09 31 33.0457" "-35 42 53.097" "" "" "" "" "" "" "" "" 5.869999885559082 11.690 0
"* eps Leo" "09 45 51.0733" "+23 46 27.320" "" "" "" "" "" "" "" "" 2.9800000190734863 13.220 0
"* i Eri" "03 53 38.9473" "-34 43 56.270" "" "" "" "" "" "" "" "" 5.0920000076293945 9.002 0
"HD   1239" "00 16 57.0431" "+61 31 59.468" "" "" "" "" "" "" "" "" 5.736999988555908 4.808 0
"* del Dra" "19 12 33.3019" "+67 39 41.545" "" "" "" "" "" "" "" "" 3.069999933242798 33.480 0
"* nu. Lyr" "18 49 52.9173" "+32 33 03.817" "" "" "" "" "" "" "" "" 5.22599983215332 13.924 0
"* tet Sco" "17 37 19.1298" "-42 59 52.180" "" "" "" "" "" "" "" "" 1.850000023841858 10.860 0
"BD+09  2882A" "14 23 22.6954" "+08 26 47.826" "" "" "" "" "" "" "" "" 5.0370001792907715 14.322 0
"M  31" "00 42 44.330" "+41 16 07.50" "" "" "" "" "" "" "" "" 3.440000057220459 6.000 0
"HD 184985" "19 37 34.4135" "-14 18 06.478" "" "" "" "" "" "" "" "" 5.451000213623047 31.577 0
"*  15 Boo" "14 14 50.8487" "+10 06 02.196" "" 14500000.00 "" km 487000.00 BV BrighCol 2013A&A...554A..84M 5.320000171661377 12.051 0
"* iot02 Nor" "16 09 18.5476" "-57 56 03.548" "" "" "" "" "" "" "" "" 5.570000171661377 12.631 0
"* nu. Leo" "09 58 13.3755" "+12 26 41.286" "" "" "" "" "" "" "" "" 5.260000228881836 6.530 0
"* zet Her" "16 41 17.1610" "+31 36 09.787" "" "" "" "" "" "" "" "" 2.799999952316284 93.320 0
"HD  31414" "04 55 06.8242" "-16 44 26.398" "" 16900000.00 "" km "" "" "" 2011A&A...536A..71J 5.688000202178955 6.245 0
"* lam Cep" "22 11 30.5765" "+59 24 52.154" "" "" "" "" "" "" "" "" 5.050000190734863 1.176 0
"* phi Phe" "01 54 22.0319" "-42 29 48.942" "" 13200000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.109000205993652 10.185 0
"HD  74273" "08 41 05.3198" "-48 55 21.652" "" "" "" "" "" "" "" "" 5.879000186920166 1.401 0
"* pi. PsA" "23 03 29.8154" "-34 44 57.895" "" "" "" "" "" "" "" "" 5.124000072479248 34.387 0
"HD 111588" "12 50 57.8777" "-52 47 14.741" "" "" "" "" "" "" "" "" 5.699999809265137 7.868 0
"HD  93540" "10 46 16.5473" "-64 30 52.422" "" "" "" "" "" "" "" "" 5.340000152587891 6.675 0
"* pi. Ser" "16 02 17.6914" "+22 48 16.029" "" 1580000.00 "" km "" "" "" 2007ApJ...660.1556R 4.816999912261963 18.695 0
"*  13 Lac" "22 44 05.4787" "+41 49 09.245" "" 13300000.00 "" km 334000.00 BV BrighCol 2013A&A...554A..84M 5.079999923706055 11.527 0
"*  34 Psc" "00 10 02.2030" "+11 08 44.936" "" "" "" "" "" "" "" "" 5.53000020980835 11.059 0
"* g Aql" "19 02 54.5010" "-03 41 56.288" "" "" "" "" "" "" "" "" 5.400000095367432 5.493 0
"* zet01 Lib" "15 28 15.4081" "-16 42 59.347" "" "" "" "" "" "" "" "" 5.625999927520752 5.053 0
"* ups Aqr" "22 34 41.6357" "-20 42 29.576" "" "" "" "" "" "" "" "" 5.203000068664551 43.440 0
"*  66 UMa" "11 55 58.4171" "+56 35 54.807" "" "" "" "" "" "" "" "" 5.823999881744385 10.676 0
"*  16 Sco" "16 12 07.3159" "-08 32 51.286" "" "" "" "" "" "" "" "" 5.423999786376953 12.726 0
"*  56 Per A" "04 24 37.4582" "+33 57 35.290" "" "" "" "" "" "" "" "" 5.795000076293945 23.792 0
"HD  67880" "08 09 28.5348" "-16 14 56.105" "" "" "" "" "" "" "" "" 5.650000095367432 3.186 0
"*   9 Sgr" "18 03 52.4450" "-24 21 38.632" "" "" "" "" "" "" "" "" 5.96999979019165 0.800 0
"HD 118978" "13 42 01.0842" "-58 47 13.515" "" "" "" "" "" "" "" "" 5.372000217437744 4.077 0
"* iot TrA" "16 27 57.3455" "-64 03 28.585" "" "" "" "" "" "" "" "" 5.269999980926514 25.091 0
"HD   3856" "00 42 03.4206" "+66 08 51.335" "" "" "" "" "" "" "" "" 5.821000099182129 5.984 0
"HD   2421" "00 28 13.6693" "+44 23 40.089" "" "" "" "" "" "" "" "" 5.172999858856201 12.738 0
"HD 141675" "15 47 37.9269" "+55 22 35.852" "" "" "" "" "" "" "" "" 5.877999782562256 13.697 0
"HD 219402" "23 15 34.2574" "-03 29 46.962" "" "" "" "" "" "" "" "" 5.550000190734863 13.435 0
"* eps Gem" "06 43 55.9262" "+25 07 52.051" "" "" "" "" "" "" "" "" 2.9800000190734863 3.860 0
"* bet Cam" "05 03 25.0896" "+60 26 32.089" "" "" "" "" "" "" "" "" 4.019999980926514 3.740 0
"V* HZ Lup" "15 06 33.1978" "-30 55 06.533" "" 2550000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.9770002365112305 8.154 0
"HD  21551" "03 30 36.9521" "+48 06 12.973" "" "" "" "" "" "" "" "" 5.820000171661377 5.616 0
"*  38 Lyn" "09 18 50.6438" "+36 48 09.333" "" "" "" "" "" "" "" "" 3.9200000762939453 26.130 0
"HD 161193" "17 41 21.7973" "+51 49 05.332" "" "" "" "" "" "" "" "" 5.99399995803833 10.307 0
"*  87 Gem" "06 51 59.9861" "+23 36 06.199" "" "" "" "" "" "" "" "" 5.671000003814697 7.275 0
"* iot Scl" "00 21 31.1982" "-28 58 53.292" "" 17100000.00 "" km "" "" "" 2011A&A...536A..71J 5.166999816894531 9.572 0
"IC 2395" "08 42 31.0" "-48 06 00" "" "" "" "" "" "" "" "" 4.599999904632568 1.379 0
"V* AC Dra" "20 20 06.0116" "+68 52 49.144" "" "" "" "" "" "" "" "" 5.550000190734863 4.673 0
"HD 126248" "14 24 11.3443" "+05 49 12.467" "" "" "" "" "" "" "" "" 5.093999862670898 20.510 0
"V* LS CMa" "07 01 05.9462" "-25 12 56.281" "" "" "" "" "" "" "" "" 5.635000228881836 2.159 0
"*  94 Cet" "03 12 46.4365" "-01 11 45.955" "" 2380000.00 "" km 55700.00 "" "" 2016A&A...585A...5B 5.070000171661377 43.703 0
"* pi.02 Cnc" "09 15 13.8521" "+14 56 29.431" "" "" "" "" "" "" "" "" 5.3480000495910645 5.687 0
"HD  76346" "08 53 03.7790" "-56 38 58.147" "" "" "" "" "" "" "" "" 5.998000144958496 10.551 0
"HD 199623" "21 00 21.4829" "-51 15 55.128" "" "" "" "" "" "" "" "" 5.761000156402588 36.461 0
"* nu. For" "02 04 29.4386" "-29 17 48.547" "" 4790000.00 "" km "" V Interfer 2014MNRAS.443.1629S 4.690000057220459 8.790 0
"HD  53329" "07 06 11.5917" "+34 28 26.284" "" "" "" "" "" "" "" "" 5.551000118255615 9.949 0
"*  70 Peg" "23 29 09.2992" "+12 45 37.979" "" 11700000.00 "" km 515000.00 BV BrighCol 2013A&A...554A..84M 4.559999942779541 17.194 0
"HD  27971" "04 26 06.3110" "+31 26 20.069" "" "" "" "" "" "" "" "" 5.283999919891357 13.629 0
"* ksi Sco A" "16 04 22.1553" "-11 22 23.546" "" "" "" "" "" "" "" "" 5.159999847412109 35.658 0
"*  42 Cas" "01 42 55.8632" "+70 37 21.092" "" "" "" "" "" "" "" "" 5.173999786376953 11.117 0
"*  72 Tau" "04 27 17.4508" "+22 59 46.778" "" "" "" "" "" "" "" "" 5.513999938964844 7.939 0
"* I Car" "10 24 23.7059" "-74 01 53.803" "" "" "" "" "" "" "" "" 4.010000228881836 61.640 0
"*  12 Tau" "03 39 51.1219" "+03 03 24.718" "" "" "" "" "" "" "" "" 5.554999828338623 9.567 0
"*  33 Cyg" "20 13 23.8666" "+56 34 03.799" "" "" "" "" "" "" "" "" 4.270999908447266 20.480 0
"HD  82747" "09 33 26.0510" "-22 51 49.988" "" "" "" "" "" "" "" "" 5.9039998054504395 11.866 0
"* ups Car B" "09 47 06.7501" "-65 04 22.302" "" "" "" "" "" "" "" "" 5.989999771118164 2.272 0
"* f Vir" "12 36 47.3542" "-05 49 54.841" "" "" "" "" "" "" "" "" 5.880000114440918 14.068 0
"*  50 Her" "16 50 38.9584" "+29 48 23.542" "" "" "" "" "" "" "" "" 5.71999979019165 3.464 0
"HD 172340" "18 29 44.9665" "+77 32 49.450" "" "" "" "" "" "" "" "" 5.644000053405762 7.101 0
"HD  93563" "10 46 57.4726" "-56 45 25.890" "" "" "" "" "" "" "" "" 5.230000019073486 6.200 0
"*  61 UMa" "11 41 03.0162" "+34 12 05.881" "" "" "" "" "" "" "" "" 5.340000152587891 104.425 0
"V* V1334 Cyg" "21 19 22.1791" "+38 14 14.868" "" "" "" "" "" "" "" "" 5.881999969482422 1.083 0
"HD 171819" "18 39 14.2928" "-47 54 35.152" "" "" "" "" "" "" "" "" 5.840000152587891 10.435 0
"HD 110318" "12 41 16.2277" "-13 00 53.529" "" "" "" "" "" "" "" "" 5.822000026702881 13.895 0
"* bet Per" "03 08 10.1324" "+40 57 20.328" "" 2870000.00 "" km "" "" "" 2007ApJ...660.1556R 2.119999885559082 36.270 0
"HD 175443" "18 54 13.2472" "+27 54 34.298" "" "" "" "" "" "" "" "" 5.619999885559082 7.622 0
"* iot Hya" "09 39 51.3614" "-01 08 34.113" "" "" "" "" "" "" "" "" 3.9100000858306885 12.390 0
"* pi. Cap" "20 27 19.2018" "-18 12 42.098" "" "" "" "" "" "" "" "" 5.139999866485596 5.029 0
"HD  20149" "03 15 20.4397" "+30 33 24.081" "" "" "" "" "" "" "" "" 5.610000133514404 6.765 0
"* zet Cha" "09 33 53.3760" "-80 56 28.533" "" "" "" "" "" "" "" "" 5.059000015258789 5.700 0
"HD  49662A" "06 48 57.7376" "-15 08 41.016" "" "" "" "" "" "" "" "" 5.590000152587891 "" 0
"* chi Phe" "02 01 42.3763" "-44 42 48.626" "" "" "" "" "" "" "" "" 5.139999866485596 8.541 0
"* b Per" "04 18 14.6168" "+50 17 43.805" "" "" "" "" "" "" "" "" 4.593999862670898 10.400 0
"HD 189395" "19 58 37.9819" "+30 59 01.178" "" "" "" "" "" "" "" "" 5.501999855041504 7.375 0
"* chi03 Sgr" "19 25 29.6595" "-23 57 44.833" "" "" "" "" "" "" "" "" 5.429999828338623 6.378 0
"* alf02 Cru" "12 26 36.442" "-63 05 58.28" "" "" "" "" "" "" "" "" 1.5800000429153442 "" 0
"* iot01 Mus" "13 25 07.1188" "-74 53 16.150" "" "" "" "" "" "" "" "" 5.039999961853027 14.497 0
"HD 158352" "17 28 49.6547" "+00 19 50.249" "" 1750000.00 "" km "" "" "" 2007ApJ...660.1556R 5.4120001792907715 15.671 0
"* ksi01 Cet" "02 13 00.0003" "+08 50 48.128" "" "" "" "" "" "" "" "" 4.349999904632568 10.418 0
"HD 220790" "23 27 14.9927" "-58 28 33.990" "" 15900000.00 "" km "" "" "" 2011A&A...536A..71J 5.636000156402588 10.280 0
"*  17 Crt A" "11 32 16.4044" "-29 15 39.679" "" "" "" "" "" "" "" "" 5.579999923706055 35.604 0
